problem_id,final_question,true_answer,correct_option,selected_option,is_correct,generated_answer
aa9e1c00-8519-465d-9e18-0861b353c138_perm_7,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,B,B,True,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_8,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,C,A,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_9,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,A,B,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_10,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,B,C,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_11,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,A,B,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_12,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,B,C,False,Tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_13,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,C,B,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_14,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,A,B,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_15,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,C,A,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_16,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,B,C,False,Tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_17,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,A,C,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_18,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,B,C,False,Tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_19,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,B,A,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_20,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,C,B,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_21,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,C,C,True,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_22,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,C,C,True,No pneumothorax
aa9e1c00-8519-465d-9e18-0861b353c138_perm_23,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,B,A,False,Pneumothorax but not tension pneumothorax 
aa9e1c00-8519-465d-9e18-0861b353c138_perm_24,"Is there a pneumothorax and if so, is it a tension pneumothorax?",No pneumothorax,A,B,False,Pneumothorax but not tension pneumothorax 
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_1,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,A,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_2,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,C,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_3,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,C,D,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_4,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,D,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_5,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,A,D,False,Subdural hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_6,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,A,B,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_7,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,D,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_8,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,A,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_9,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,A,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_10,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,A,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_11,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,A,B,False,Subdural hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_12,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,A,D,False,Subdural hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_13,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,A,D,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_14,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,D,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_15,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,D,B,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_16,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,D,False,Subdural hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_17,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,D,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_18,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,A,B,False,Subdural hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_19,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,D,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_20,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,B,C,False,Subarachnoid hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_21,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,A,B,False,Subarachnoid hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_22,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,A,D,False,Epidural hematoma
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_23,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,C,B,False,Subdural hemorrhage
ab57d2cb-e14d-43e8-9f4d-ecd2a211ba7e_perm_24,"Is there an intracerebral hemorrhage in this image and if so, what kind?",No intracerebral hemorrhage,D,A,False,Epidural hematoma
ae849698-02d1-4e88-98f8-558f15089a42_perm_1,How many fingers are shown in this image?,6,A,B,False,5
ae849698-02d1-4e88-98f8-558f15089a42_perm_2,How many fingers are shown in this image?,6,A,B,False,5
ae849698-02d1-4e88-98f8-558f15089a42_perm_3,How many fingers are shown in this image?,6,B,A,False,5
ae849698-02d1-4e88-98f8-558f15089a42_perm_4,How many fingers are shown in this image?,6,B,A,False,5
ae849698-02d1-4e88-98f8-558f15089a42_perm_5,How many fingers are shown in this image?,6,B,A,False,5
ae849698-02d1-4e88-98f8-558f15089a42_perm_6,How many fingers are shown in this image?,6,B,A,False,5
afabd2e4-a0f2-4e06-9ba3-3db6e1ff73e0_perm_1,Do these patient signature samples over the years show micrographia?,Yes,A,A,True,Yes
afabd2e4-a0f2-4e06-9ba3-3db6e1ff73e0_perm_2,Do these patient signature samples over the years show micrographia?,Yes,A,A,True,Yes
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_1,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_2,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_3,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_4,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_5,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_6,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_7,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_8,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_9,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_10,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_11,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_12,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_13,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_14,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_15,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_16,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_17,Is there hydronephrosis?,No,D,A,False,"Yes, left"
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_18,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_19,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_20,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_21,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_22,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_23,Is there hydronephrosis?,No,D,D,True,No
b0489c0e-8963-4fa3-940a-bb5d65f85dc0_perm_24,Is there hydronephrosis?,No,D,D,True,No
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_1,What pathology is shown?,Ulcerative colitis,B,B,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_2,What pathology is shown?,Ulcerative colitis,B,B,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_3,What pathology is shown?,Ulcerative colitis,B,B,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_4,What pathology is shown?,Ulcerative colitis,B,B,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_5,What pathology is shown?,Ulcerative colitis,C,C,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_6,What pathology is shown?,Ulcerative colitis,C,C,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_7,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_8,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_9,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_10,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_11,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_12,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_13,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_14,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_15,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_16,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_17,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_18,What pathology is shown?,Ulcerative colitis,A,A,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_19,What pathology is shown?,Ulcerative colitis,C,C,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_20,What pathology is shown?,Ulcerative colitis,C,C,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_21,What pathology is shown?,Ulcerative colitis,B,B,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_22,What pathology is shown?,Ulcerative colitis,B,B,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_23,What pathology is shown?,Ulcerative colitis,B,B,True,Ulcerative colitis
b04916c8-41b9-4189-a16b-e831c2ddc950_perm_24,What pathology is shown?,Ulcerative colitis,B,B,True,Ulcerative colitis
b214470b-8d93-40eb-bd02-56c83e3615df_perm_1,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,A,A,True,Autosomal Dominant Polycystic Kidney disease
b214470b-8d93-40eb-bd02-56c83e3615df_perm_2,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,A,A,True,Autosomal Dominant Polycystic Kidney disease
b214470b-8d93-40eb-bd02-56c83e3615df_perm_3,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,B,B,True,Autosomal Dominant Polycystic Kidney disease
b214470b-8d93-40eb-bd02-56c83e3615df_perm_4,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,B,B,True,Autosomal Dominant Polycystic Kidney disease
b214470b-8d93-40eb-bd02-56c83e3615df_perm_5,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,A,A,True,Autosomal Dominant Polycystic Kidney disease
b214470b-8d93-40eb-bd02-56c83e3615df_perm_6,Diagnose the condition in the kidney,Autosomal Dominant Polycystic Kidney disease,A,A,True,Autosomal Dominant Polycystic Kidney disease
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_1,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_2,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_3,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_4,Where is the pneumonia located?,left upper lobe,G,B,False,left lower lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_5,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_6,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_7,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_8,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_9,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_10,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_11,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_12,Where is the pneumonia located?,left upper lobe,G,A,False,Right upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_13,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_14,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_15,Where is the pneumonia located?,left upper lobe,G,B,False,left lower lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_16,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_17,Where is the pneumonia located?,left upper lobe,G,C,False,right upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_18,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_19,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_20,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_21,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_22,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_23,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b25c0453-eaf9-481c-9dbe-bc8924905668_perm_24,Where is the pneumonia located?,left upper lobe,G,G,True,left upper lobe
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_1,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,B,B,True,No. This is ductal carcinoma in situ (DCIS) of the breast. 
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_2,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,B,B,True,No. This is ductal carcinoma in situ (DCIS) of the breast. 
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_3,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,B,B,True,No. This is ductal carcinoma in situ (DCIS) of the breast. 
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_4,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,B,B,True,No. This is ductal carcinoma in situ (DCIS) of the breast. 
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_5,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,A,A,True,No. This is ductal carcinoma in situ (DCIS) of the breast. 
b2c4774e-08f5-460e-87e5-4c496942ab8a_perm_6,Is this invasive cancer?,No. This is ductal carcinoma in situ (DCIS) of the breast. ,A,A,True,No. This is ductal carcinoma in situ (DCIS) of the breast. 
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_1,Is there visible pathology?,Appendicitis,A,B,False,Normal appendix
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_2,Is there visible pathology?,Appendicitis,A,B,False,Normal appendix
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_3,Is there visible pathology?,Appendicitis,A,B,False,Normal appendix
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_4,Is there visible pathology?,Appendicitis,A,B,False,Normal appendix
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_5,Is there visible pathology?,Appendicitis,B,A,False,Normal appendix
b3eb1d37-e024-4463-8014-eb8f11f81936_perm_6,Is there visible pathology?,Appendicitis,B,A,False,Normal appendix
b41fb4f4-e509-4ead-a337-1ab15b4cb4bb_perm_1,Is bronchiectasis present?,Yes,C,A,False,yes
b41fb4f4-e509-4ead-a337-1ab15b4cb4bb_perm_2,Is bronchiectasis present?,Yes,C,C,True,Yes
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_1,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,C,C,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_2,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,B,B,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_3,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,C,C,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_4,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,C,C,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_5,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,B,B,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_6,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,B,B,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_7,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,C,C,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_8,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,B,B,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_9,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,C,C,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_10,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,C,C,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_11,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,B,B,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_12,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,B,B,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_13,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,C,C,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_14,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,C,C,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_15,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,C,C,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_16,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,C,C,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_17,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,B,B,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_18,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,B,B,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_19,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,A,A,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_20,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,A,A,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_21,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,A,A,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_22,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,A,A,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_23,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,A,A,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b43555d3-9ef4-4280-bdec-902f634ec75a_perm_24,What is the histopathologic diagnosis?,Normal stomach mucosa (negative for Helicobacter Pylori infection).,A,A,True,Normal stomach mucosa (negative for Helicobacter Pylori infection).
b5ea0db1-ac0b-4ac9-bf19-34b7ef15904d_perm_1,"Besides the pulmonary embolism, what other condition is seen?",Small right-sided pleural effusion,E,E,True,Small right-sided pleural effusion
b5ea0db1-ac0b-4ac9-bf19-34b7ef15904d_perm_2,"Besides the pulmonary embolism, what other condition is seen?",Small right-sided pleural effusion,E,E,True,Small right-sided pleural effusion
b5ea0db1-ac0b-4ac9-bf19-34b7ef15904d_perm_3,"Besides the pulmonary embolism, what other condition is seen?",Small right-sided pleural effusion,E,E,True,Small right-sided pleural effusion
b5ea0db1-ac0b-4ac9-bf19-34b7ef15904d_perm_4,"Besides the pulmonary embolism, what other condition is seen?",Small right-sided pleural effusion,E,E,True,Small right-sided pleural effusion
b5ea0db1-ac0b-4ac9-bf19-34b7ef15904d_perm_5,"Besides the pulmonary embolism, what other condition is seen?",Small right-sided pleural effusion,E,E,True,Small right-sided pleural effusion
b5ea0db1-ac0b-4ac9-bf19-34b7ef15904d_perm_6,"Besides the pulmonary embolism, what other condition is seen?",Small right-sided pleural effusion,E,E,True,Small right-sided pleural effusion
b5ea0db1-ac0b-4ac9-bf19-34b7ef15904d_perm_7,"Besides the pulmonary embolism, what other condition is seen?",Small right-sided pleural effusion,E,E,True,Small right-sided pleural effusion
b5ea0db1-ac0b-4ac9-bf19-34b7ef15904d_perm_8,"Besides the pulmonary embolism, what other condition is seen?",Small right-sided pleural effusion,E,E,True,Small right-sided pleural effusion
b5ea0db1-ac0b-4ac9-bf19-34b7ef15904d_perm_9,"Besides the pulmonary embolism, what other condition is seen?",Small right-sided pleural effusion,E,E,True,Small right-sided pleural effusion
b5ea0db1-ac0b-4ac9-bf19-34b7ef15904d_perm_10,"Besides the pulmonary embolism, what other condition is seen?",Small right-sided pleural effusion,E,E,True,Small right-sided pleural effusion
